ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
112177-75,Adnan Kahveci,Beylikdüzü,İstanbul,2.949.000 TL,90,85,1 + 1,,5 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/112177-75
57563-46,Kadınlar Denizi,Kuşadası,Aydın,8.950.000 TL,50,45,1 + 1,1,5 Katlı,5. Kat,3 Yaşında,Klima,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",3.000 TL,https://www.hepsiemlak.com/aydin-kusadasi-kadinlar-denizi-satilik/daire/57563-46
57563-45,Kadınlar Denizi,Kuşadası,Aydın,8.550.000 TL,50,45,1 + 1,1,5 Katlı,5. Kat,3 Yaşında,Klima,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",3.000 TL,https://www.hepsiemlak.com/aydin-kusadasi-kadinlar-denizi-satilik/daire/57563-45
122845-4013,Şafaktepe,Mamak,Ankara,2.495.000 TL,90,80,2 + 1,1,3 Katlı,Yarı Bodrum,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-mamak-safaktepe-satilik/daire/122845-4013
53138-12808,General Zeki Doğan,Mamak,Ankara,4.580.000 TL,130,120,3 + 1,1,3 Katlı,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/ankara-mamak-general-zeki-dogan-satilik/daire/53138-12808
165859-8,Kemalettin,Çorlu,Tekirdağ,2.500.000 TL,89,79,2 + 1,2,6 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Dernekten/Vakıf...,,,https://www.hepsiemlak.com/tekirdag-corlu-kemalettin-satilik/daire/165859-8
168782-12,Altındağ,Muratpaşa,Antalya,4.950.000 TL,135,110,2 + 1,1,8 Katlı,4. Kat,26 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Batı",,https://www.hepsiemlak.com/antalya-muratpasa-altindag-satilik/daire/168782-12
88824-849,Altınova,Ayvalık,Balıkesir,4.500.000 TL,85,80,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Klima,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/daire/88824-849
88824-846,Altınova,Ayvalık,Balıkesir,6.450.000 TL,110,95,3 + 1,5,4 Katlı,1. Kat,1 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/daire/88824-846
88824-847,Altınova,Ayvalık,Balıkesir,12.500.000 TL,160,125,4 + 1,3,2 Katlı,,1 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/villa/88824-847
76272-1685,Ege,Kuşadası,Aydın,12.750.000 TL,120,100,2 + 1,2,2 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",2.000 TL,https://www.hepsiemlak.com/aydin-kusadasi-ege-satilik/residence/76272-1685
88824-842,Altınova,Ayvalık,Balıkesir,6.950.000 TL,160,130,4 + 1,3,3 Katlı,,20 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/villa/88824-842
76272-1683,Kadınlar Denizi,Kuşadası,Aydın,6.950.000 TL,160,150,3 + 1,2,5 Katlı,2. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/aydin-kusadasi-kadinlar-denizi-satilik/daire/76272-1683
88824-841,Altınova,Ayvalık,Balıkesir,4.200.000 TL,55,50,1 + 1,2,3 Katlı,2. Kat,1 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/daire/88824-841
76272-1686,Değirmendere,Kuşadası,Aydın,6.250.000 TL,100,90,2 + 1,1,5 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-satilik/daire/76272-1686
165859-11,Aksu,Merkez,Giresun,3.000.000 TL,94,85,2 + 1,1,6 Katlı,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Boş,Dernekten/Vakıf...,"Doğu, Batı",,https://www.hepsiemlak.com/giresun-merkez-aksu-satilik/daire/165859-11
76287-2635,Anıttepe,Çankaya,Ankara,6.250.000 TL,125,112,3 + 1,1,4 Katlı,3. Kat,45 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",2.250 TL,https://www.hepsiemlak.com/ankara-cankaya-anittepe-satilik/daire/76287-2635
76287-2657,Anıttepe,Çankaya,Ankara,6.250.000 TL,130,120,3 + 1,1,7 Katlı,7. Kat,25 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/ankara-cankaya-anittepe-satilik/daire/76287-2657
76287-2648,Yukarı Bahçelievler,Çankaya,Ankara,18.500.000 TL,260,217,5 + 1,2,4 Katlı,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",1.200 TL,https://www.hepsiemlak.com/ankara-cankaya-yukari-bahcelievler-satilik/daire/76287-2648
76287-2625,Emek,Çankaya,Ankara,10.750.000 TL,85,75,2 + 1,1,3 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",1.000 TL,https://www.hepsiemlak.com/ankara-cankaya-emek-satilik/daire/76287-2625
135454-123,Yıldırım Beyazıt,Çubuk,Ankara,2.235.000 TL,125,120,3 + 1,1,5 Katlı,3. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-cubuk-yildirim-beyazit-satilik/daire/135454-123
164258-96,Soğucak,Kuşadası,Aydın,28.500.000 TL,377,330,5 + 1,4,3 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-sogucak-satilik/villa/164258-96
164258-108,Soğucak,Kuşadası,Aydın,11.550.000 TL,300,200,4 + 1,4,3 Katlı,,11 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-sogucak-satilik/villa/164258-108
149773-71,Çamlıbel,Kavaklıdere,Muğla,3.000.000 TL,126,80,2 + 1,1,1 Katlı,,1 Yaşında,Kat Kaloriferi,Eşyalı Değil,Boş,Müstakil Tapulu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/mugla-kavaklidere-camlibel-satilik/mustakil-ev/149773-71
155735-151,Namık Kemal,Ayvalık,Balıkesir,45.000.000 TL,170,150,3 + 1,2,2 Katlı,Bahçe Katı,Sıfır Bina,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/balikesir-ayvalik-namik-kemal-satilik/villa/155735-151
48423-4662,Parseller,Ümraniye,İstanbul,26.750.000 TL,310,225,5 + 1,3,5 Katlı,5. Kat,23 Yaşında,Kombi,,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/istanbul-umraniye-parseller-satilik/daire/48423-4662
138828-551,İskele,Burhaniye,Balıkesir,13.250.000 TL,225,165,4 + 2,3,3 Katlı,,20 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",1.500 TL,https://www.hepsiemlak.com/balikesir-burhaniye-iskele-satilik/villa/138828-551
169635-19,Turnasuyu,Gülyalı,Ordu,28.000.000 TL,362,308,5 + 1,4,3 Katlı,Bahçe Katı,3 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ordu-gulyali-turnasuyu-satilik/villa/169635-19
112101-2037,Davutlar,Kuşadası,Aydın,13.000.000 TL,160,150,3 + 1,3,3 Katlı,Bahçe Katı,Sıfır Bina,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/villa/112101-2037
165377-2,Mumcular,Bodrum,Muğla,55.000.000 TL,200,180,4 + 1,3,1 Katlı,,10 Yaşında,Klima,Eşyalı,Mülk Sahibi,Arsa,,,https://www.hepsiemlak.com/mugla-bodrum-mumcular-satilik/villa/165377-2
88824-850,Altınova,Ayvalık,Balıkesir,4.250.000 TL,85,80,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Klima,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/daire/88824-850
28888-2068,Bağlıca,Etimesgut,Ankara,12.850.000 TL,173,160,4 + 1,2,10 Katlı,9. Kat,10 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/ankara-etimesgut-baglica-satilik/daire/28888-2068
28888-1947,Atayurt,Etimesgut,Ankara,4.750.000 TL,93,85,2 + 1,2,11 Katlı,4. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/28888-1947
112177-203,Adnan Kahveci,Beylikdüzü,İstanbul,4.199.000 TL,110,100,2 + 1,1,5 Katlı,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/112177-203
112177-194,Adnan Kahveci,Beylikdüzü,İstanbul,6.250.000 TL,150,145,3 + 1,2,10 Katlı,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/112177-194
16354-29602,Ovacık,Keçiören,Ankara,10.390.000 TL,220,200,4 + 1,2,25 Katlı,Yüksek Giriş,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/16354-29602
16354-29581,Ovacık,Keçiören,Ankara,10.790.000 TL,220,195,4 + 1,2,21 Katlı,17. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/16354-29581
16354-29576,Ovacık,Keçiören,Ankara,12.140.000 TL,265,257,4 + 1,2,17 Katlı,12. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-ovacik-satilik/daire/16354-29576
72595-3378,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,2.340.000 TL,124,105,3 + 1,1,5 Katlı,Giriş Katı,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/72595-3378
122716-1375,Aziziye,Karasu,Sakarya,2.450.000 TL,85,80,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/122716-1375
119442-1972,Pamuklar,Yenimahalle,Ankara,6.799.000 TL,159,135,3 + 1,2,14 Katlı,10. Kat,16 Yaşında,Kombi,,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",1 TL,https://www.hepsiemlak.com/ankara-yenimahalle-pamuklar-satilik/daire/119442-1972
119442-2036,Sancaktepe,Keçiören,Ankara,6.475.000 TL,180,150,3 + 1,2,3 Katlı,1. Kat,15 Yaşında,Kombi,,,Kat Mülkiyeti,"Güney, Doğu",400 TL,https://www.hepsiemlak.com/ankara-kecioren-sancaktepe-satilik/daire/119442-2036
54537-3971,Aziziye,Karasu,Sakarya,500.000 TL,95,85,2 + 1,1,4 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/54537-3971
122716-1380,Aziziye,Karasu,Sakarya,2.450.000 TL,82,76,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/122716-1380
70173-2040,Barbaros,Ereğli,Konya,1.550.000 TL,65,55,1 + 1,1,5 Katlı,5. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Batı",450 TL,https://www.hepsiemlak.com/konya-eregli-barbaros-satilik/daire/70173-2040
16354-29582,Bahçelievler,Gölbaşı,Ankara,23.250.000 TL,330,300,5 + 1,4,2 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-golbasi-bahcelievler-satilik/villa/16354-29582
165223-113,Bağlarçeşme,Esenyurt,İstanbul,3.480.000 TL,105,100,2 + 1,1,4 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-baglarcesme-satilik/daire/165223-113
121912-1370,Talatpaşa,Esenyurt,İstanbul,2.965.000 TL,100,85,2 + 1,1,4 Katlı,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-satilik/daire/121912-1370
121912-1377,Güzelyurt,Esenyurt,İstanbul,2.999.000 TL,105,95,2 + 1,1,4 Katlı,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-satilik/daire/121912-1377
121912-1378,Kavaklı,Beylikdüzü,İstanbul,4.690.000 TL,95,90,2 + 1,1,4 Katlı,Yüksek Giriş,10 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/121912-1378
164335-53,Aziziye,Karasu,Sakarya,1.000.000 TL,80,70,2 + 1,1,2 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/164335-53
54895-1103,Nizam,Adalar,İstanbul,44.000.000 TL,199,150,4 + 1,4,3 Katlı,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",10.000 TL,https://www.hepsiemlak.com/istanbul-adalar-nizam-satilik/daire/54895-1103
150850-89,Kavlaklar,Edremit,Balıkesir,8.500.000 TL,180,150,3 + 1,3,3 Katlı,,25 Yaşında,Klima,Eşyalı Değil,,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/balikesir-edremit-kavlaklar-satilik/villa/150850-89
112101-2039,Davutlar,Kuşadası,Aydın,18.400.000 TL,220,180,5 + 1,4,3 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/villa/112101-2039
112101-2057,Davutlar,Kuşadası,Aydın,4.500.000 TL,90,85,2 + 1,1,4 Katlı,2. Kat,5 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/daire/112101-2057
112101-2041,Güzelçamlı,Kuşadası,Aydın,25.000.000 TL,260,240,4 + 1,3,2 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-guzelcamli-satilik/villa/112101-2041
112101-2046,Davutlar,Kuşadası,Aydın,9.500.000 TL,150,125,4 + 1,2,3 Katlı,Bahçe Katı,16 Yaşında,Klima,Eşyalı,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/villa/112101-2046
112101-2050,Karaova,Kuşadası,Aydın,22.700.000 TL,170,150,3 + 1,3,2 Katlı,,5 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-karaova-satilik/villa/112101-2050
122463-2563,Erenköy,Kadıköy,İstanbul,26.950.000 TL,220,175,4 + 1,3,9 Katlı,9. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/122463-2563
122463-2566,Suadiye,Kadıköy,İstanbul,21.450.000 TL,115,85,2 + 1,2,8 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/122463-2566
124703-626,İbrahimli,Şehitkamil,Gaziantep,12.500.000 TL,200,180,3 + 1,3,11 Katlı,8. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sehitkamil-ibrahimli-satilik/daire/124703-626
124703-635,Osmangazi,Şehitkamil,Gaziantep,13.900.000 TL,280,225,4 + 1,3,10 Katlı,3. Kat,5 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sehitkamil-osmangazi-satilik/daire/124703-635
159409-424,Çiftlik,Gölcük,Kocaeli,2.350.000 TL,127,110,3 + 1,1,4 Katlı,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/kocaeli-golcuk-ciftlik-satilik/daire/159409-424
159409-406,Piyalepaşa,Gölcük,Kocaeli,4.350.000 TL,127,110,3 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/kocaeli-golcuk-piyalepasa-satilik/daire/159409-406
159409-304,Piyalepaşa,Gölcük,Kocaeli,4.350.000 TL,135,110,3 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/kocaeli-golcuk-piyalepasa-satilik/daire/159409-304
159409-473,Piyalepaşa,Gölcük,Kocaeli,4.100.000 TL,97,88,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,,,https://www.hepsiemlak.com/kocaeli-golcuk-piyalepasa-satilik/daire/159409-473
121015-6597,Demirtaş,Alanya,Antalya,7.650.000 TL,145,140,3 + 1,3,10 Katlı,Bahçe Katı,1 Yaşında,Klima,Eşyalı,Boş,Yabancıdan,Güney,,https://www.hepsiemlak.com/antalya-alanya-demirtas-satilik/daire/121015-6597
129186-1556,İstiklal,Polatlı,Ankara,2.735.000 TL,130,120,3 + 1,1,10 Katlı,4. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/ankara-polatli-istiklal-satilik/daire/129186-1556
129186-1413,Elvan,Etimesgut,Ankara,4.950.000 TL,180,160,4 + 1,2,4 Katlı,3. Kat,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Batı",,https://www.hepsiemlak.com/ankara-etimesgut-elvan-satilik/daire/129186-1413
138486-155,4 Temmuz,Karamürsel,Kocaeli,6.000.000 TL,160,149,3 + 1,,5 Katlı,En Üst Kat,7 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,100 TL,https://www.hepsiemlak.com/kocaeli-karamursel-4-temmuz-satilik/daire/138486-155
169525-39,Göktürk,Şehitkamil,Gaziantep,4.660.000 TL,150,145,3 + 1,2,9 Katlı,1. Kat,1 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/gaziantep-sehitkamil-gokturk-satilik/daire/169525-39
169525-52,Fıstıklık,Şehitkamil,Gaziantep,6.935.000 TL,185,165,3 + 1,2,8 Katlı,7. Kat,2 Yaşında,Yerden Isıtma,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/gaziantep-sehitkamil-fistiklik-satilik/daire/169525-52
160712-102,600 Evler,Bandırma,Balıkesir,4.000.000 TL,135,130,3 + 1,1,4 Katlı,Zemin,26 Yaşında,Kombi,Eşyalı Değil,Boş,Müstakil Tapulu,,,https://www.hepsiemlak.com/balikesir-bandirma-600-evler-satilik/daire/160712-102
111267-1797,Atayurt,Etimesgut,Ankara,4.500.000 TL,90,80,2 + 1,2,8 Katlı,7. Kat,1 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/111267-1797
164258-3,Kadınlar Denizi,Kuşadası,Aydın,29.250.000 TL,300,255,4 + 3,3,,Bahçe Katı,26 Yaşında,Klima,Eşyalı,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-kadinlar-denizi-satilik/mustakil-ev/164258-3
164258-89,Karaova,Kuşadası,Aydın,19.000.000 TL,297,274,5 + 2,4,3 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-karaova-satilik/villa/164258-89
152683-203,Kavaklı,Beylikdüzü,İstanbul,4.975.000 TL,110,90,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/152683-203
152683-194,Dereağzı,Beylikdüzü,İstanbul,6.950.000 TL,200,180,3 + 2,2,4 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-beylikduzu-dereagzi-satilik/daire/152683-194
70698-1843,Çamlık,Didim,Aydın,6.250.000 TL,120,110,2 + 1,1,3 Katlı,2. Kat,4 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/aydin-didim-camlik-satilik/daire/70698-1843
165050-270,Yalı,Karasu,Sakarya,2.000.000 TL,85,80,2 + 1,1,3 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-yali-satilik/daire/165050-270
16354-29562,Esertepe,Keçiören,Ankara,4.190.000 TL,135,125,3 + 1,1,3 Katlı,3. Kat,16 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-esertepe-satilik/daire/16354-29562
151813-3,Çayırköy,İzmit,Kocaeli,4.509.000 TL,116,90,2 + 1,1,8 Katlı,Bahçe Katı,Sıfır Bina,Merkezi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/kocaeli-izmit-cayirkoy-satilik/daire/151813-3
151813-4,Çayırköy,İzmit,Kocaeli,9.320.000 TL,203,151,4 + 1,2,8 Katlı,Zemin,Sıfır Bina,Merkezi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/kocaeli-izmit-cayirkoy-satilik/daire/151813-4
16354-29585,Pamuklar,Yenimahalle,Ankara,6.785.000 TL,160,145,3 + 1,2,12 Katlı,8. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-yenimahalle-pamuklar-satilik/daire/16354-29585
165050-281,Aziziye,Karasu,Sakarya,2.000.000 TL,85,80,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/165050-281
101486-2794,Karakaya,Keçiören,Ankara,3.290.000 TL,129,118,3 + 1,1,4 Katlı,3. Kat,20 Yaşında,Kombi,,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-kecioren-karakaya-satilik/daire/101486-2794
101486-2795,Ufuktepe,Keçiören,Ankara,3.749.000 TL,130,119,3 + 1,1,3 Katlı,3. Kat,20 Yaşında,Kombi,,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-kecioren-ufuktepe-satilik/daire/101486-2795
101486-2798,Kuşcağız,Keçiören,Ankara,6.150.000 TL,130,125,3 + 1,1,3 Katlı,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-kuscagiz-satilik/daire/101486-2798
